"No.","Time","Source","Destination","Protocol","Length","Info"
"48","2.293429","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=8761 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"49","2.293433","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=10221 Win=24517 Len=0"
"50","2.293435","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=10221 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"51","2.293439","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=11681 Win=24508 Len=0"
"52","2.293441","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=11681 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"53","2.293444","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=13141 Win=24500 Len=0"
"54","2.293452","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=13141 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"55","2.293455","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=14601 Win=24491 Len=0"
"56","2.293457","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=14601 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"57","2.293461","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=16061 Win=24483 Len=0"
"58","2.293462","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=16061 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"59","2.293466","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=17521 Win=24474 Len=0"
"60","2.293468","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"61","2.293471","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=18981 Win=24466 Len=0"
"62","2.293473","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=18981 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"63","2.293476","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=20441 Win=24457 Len=0"
"64","2.293483","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=20441 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"65","2.293487","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=21901 Win=24449 Len=0"
"66","2.293494","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=21901 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"67","2.293498","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=23361 Win=24440 Len=0"
"68","2.293499","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=23361 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"69","2.293503","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=24821 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"70","2.293507","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=26281 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"71","2.293541","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=27741 Win=24415 Len=0"
"72","2.293591","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=27741 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"73","2.293595","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=29201 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"74","2.293598","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=30661 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"75","2.293601","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=32121 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"76","2.293604","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"77","2.293607","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=35041 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"78","2.293609","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=36501 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"79","2.293612","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=37961 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"80","2.293615","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=39421 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"81","2.293617","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=40881 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"82","2.293620","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=42341 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"83","2.293623","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=43801 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"84","2.293631","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=45261 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"85","2.293634","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=46721 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"86","2.293637","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=48181 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"87","2.293640","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"88","2.293642","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=51101 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"89","2.293646","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=52561 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"90","2.293649","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=54021 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"91","2.293653","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=55481 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"92","2.293655","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=56941 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"93","2.293658","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=58401 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"94","2.293661","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=59861 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"95","2.293734","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=61321 Win=24219 Len=0"
"96","2.293767","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=61321 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"97","2.293771","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [PSH, ACK] Seq=62781 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"98","2.293775","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=64241 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"99","2.293780","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"100","2.293784","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=67161 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"101","2.293788","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=68621 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"102","2.293795","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=70081 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"103","2.293798","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=71541 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"104","2.293802","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=73001 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"105","2.293805","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=74461 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"106","2.293808","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=75921 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"107","2.293812","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=77381 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"108","2.293814","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=78841 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"109","2.293817","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=80301 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"110","2.293820","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=81761 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"111","2.293822","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"112","2.293825","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=84681 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"113","2.293829","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=86141 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"114","2.293832","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=87601 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"115","2.293835","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=89061 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"116","2.293839","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=90521 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"117","2.293841","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=91981 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"118","2.293844","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=93441 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"119","2.293850","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=94901 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"120","2.293854","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=96361 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"121","2.293856","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=97821 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"122","2.293859","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"123","2.293862","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=100741 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"124","2.293865","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=102201 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"125","2.293868","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=103661 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"126","2.293871","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=105121 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"127","2.293874","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=106581 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"128","2.293876","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=108041 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"129","2.293879","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=109501 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"130","2.293882","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=110961 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"131","2.293885","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=112421 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"132","2.293888","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=113881 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"133","2.293891","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"134","2.293894","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=116801 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"135","2.293897","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=118261 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"136","2.293903","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=119721 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"137","2.293907","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=121181 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"138","2.293909","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=122641 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"139","2.293912","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=124101 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"140","2.293915","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=125561 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"141","2.293919","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [PSH, ACK] Seq=127021 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"142","2.293922","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=128481 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"143","2.293925","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=129941 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"144","2.293928","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"145","2.293931","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=132861 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"146","2.293934","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=134321 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"147","2.293937","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=135781 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"148","2.293940","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=137241 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"149","2.293943","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=138701 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"150","2.293946","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=140161 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"151","2.293949","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=141621 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"152","2.293952","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=143081 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"153","2.293959","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=144541 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"154","2.293962","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=146001 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"155","2.293973","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=147461 Win=23718 Len=0"
"156","2.294032","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"157","2.294036","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=148921 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"158","2.294039","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=150381 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"159","2.294042","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=151841 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"160","2.294045","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=153301 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"161","2.294047","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=154761 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"162","2.294050","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=156221 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"163","2.294052","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=157681 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"164","2.294055","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=159141 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"165","2.294058","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=160601 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"166","2.294061","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=162061 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"167","2.294074","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=150381 Win=23805 Len=0"
"168","2.294087","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=163521 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"169","2.294090","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"170","2.294094","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=166441 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"171","2.294096","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=167901 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"172","2.294104","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=169361 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"173","2.294107","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=170821 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"174","2.294109","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=172281 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"175","2.294112","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=173741 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"176","2.294114","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=175201 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"177","2.294156","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=176661 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"178","2.294160","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=178121 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"179","2.294163","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=179581 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"180","2.294166","192.232.16.79","192.167.7.43","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"181","2.294169","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=182501 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"182","2.294177","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=183961 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"183","2.294187","192.167.7.43","192.232.16.79","TCP","54","56616  >  443 [ACK] Seq=1723 Ack=185421 Win=23711 Len=0"
"184","2.294226","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=185421 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
"185","2.294230","192.232.16.79","192.167.7.43","TCP","1514","443  >  56616 [ACK] Seq=186881 Ack=1723 Win=413 Len=1460 [TCP segment of a reassembled PDU]"
